employee_id,age,department,years_at_company,monthly_income,job_satisfaction,performance_rating,work_life_balance,training_hours_last_year,attrition
540,47,Engineering,17,282840.95,1,5,4,116,false
541,38,Customer Service,20,437338.89,2,2,4,25,true
542,28,Accounting,21,385784.7,3,5,5,144,true
543,36,Customer Service,10,401392.21,6,3,1,90,false
544,46,Customer Service,4,72305.32,4,5,3,34,false
545,32,Sales,25,99140.45,2,4,4,169,false
546,40,Accounting,25,237079.48,7,2,3,32,true
547,33,Accounting,15,415985.42,6,5,1,177,true
548,49,Accounting,23,217317.84,8,2,2,147,false
549,32,HR,14,185935.3,4,3,4,153,false
550,27,Customer Service,12,296434.12,1,1,1,176,true
551,36,Accounting,2,476411.79,3,2,4,87,false
552,36,Engineering,24,399409.04,1,5,3,82,false
553,36,Engineering,9,234312.72,7,1,3,85,false
554,30,Engineering,5,378124.71,4,3,5,155,true
555,46,Engineering,12,270167.13,9,5,4,114,false
556,26,Customer Service,18,80320.23,9,1,5,162,false
557,41,HR,29,155338.77,4,1,2,116,false
558,37,Customer Service,9,282732.72,9,2,1,83,false
559,22,Customer Service,25,423617.83,7,3,2,182,false
560,29,Engineering,13,198883.21,10,5,4,10,true
561,40,Customer Service,18,457423.0,2,1,1,8,true
562,48,Accounting,16,186626.98,8,5,1,135,true
563,30,HR,22,314632.1,7,1,2,186,false
564,31,HR,27,227727.43,1,5,5,37,true
565,26,Accounting,9,190060.95,6,2,4,119,false
566,45,HR,29,201856.16,8,5,1,76,false
567,34,Accounting,8,306153.02,6,1,4,67,false
568,24,Engineering,2,244835.32,7,3,4,81,false
569,28,Accounting,19,107107.57,10,5,5,20,true
570,28,Customer Service,27,423937.87,7,3,4,104,true
571,50,HR,22,226730.77,2,5,4,119,false
572,39,Engineering,6,392039.35,8,1,2,3,true
573,36,Engineering,18,444510.27,9,2,4,161,true
574,43,Engineering,26,216612.35,6,2,2,37,false
575,50,Accounting,19,458588.69,7,3,4,6,false
576,34,Engineering,8,279922.23,5,3,5,27,true
577,31,Engineering,16,346247.26,2,4,3,35,false
578,26,Engineering,15,157569.21,2,5,3,35,false
579,22,Accounting,3,141269.01,2,1,1,52,false
580,45,Engineering,7,316937.37,9,5,2,83,true
581,30,Engineering,7,267342.03,8,4,4,27,true
582,45,HR,28,492966.91,9,4,5,11,false
583,45,Sales,28,239469.33,1,2,2,146,true
584,29,HR,27,273514.45,9,4,4,17,false
585,32,Accounting,27,123032.69,4,5,2,87,false
586,46,Accounting,21,55377.25,3,1,5,85,false
587,43,Engineering,26,340414.58,10,4,4,108,true
588,50,Sales,8,421252.11,7,4,2,112,true
589,40,Engineering,2,136214.74,10,5,2,91,true
590,26,Engineering,25,394795.43,5,1,4,3,false
591,30,Accounting,4,189732.7,10,3,1,149,false
592,46,Engineering,28,275033.63,3,5,4,79,true
593,33,Engineering,15,450993.33,3,4,5,25,true
594,50,Customer Service,23,178220.73,10,4,1,9,true
595,24,Engineering,16,69537.95,6,3,5,15,true
596,44,Engineering,13,93527.9,3,5,3,49,true
597,36,HR,11,284353.1,8,1,2,11,true
598,48,Accounting,3,364871.34,7,3,3,30,true
599,48,Engineering,20,280516.21,2,1,4,43,false
600,31,Accounting,6,448715.87,10,4,5,39,false
601,44,Engineering,5,339652.74,4,3,2,71,false
602,46,Engineering,16,111600.21,9,3,2,6,true
603,50,Sales,18,54835.27,4,2,1,41,true
604,48,Engineering,18,154569.54,10,1,3,76,false
605,36,Engineering,2,41647.33,9,4,3,90,false
606,29,HR,10,394261.08,6,3,5,71,true
607,32,Customer Service,4,204569.41,10,4,3,174,false
608,49,HR,18,340239.95,8,4,3,172,false
609,33,Engineering,14,492567.62,2,2,2,142,true
610,44,Customer Service,10,436018.2,3,4,4,77,true
611,29,Customer Service,4,483285.25,4,4,2,54,false
612,41,Engineering,6,142033.54,10,3,1,93,true
613,29,Engineering,18,401573.63,4,5,4,31,false
614,49,HR,7,242240.39,5,1,1,178,true
615,26,Customer Service,28,360021.81,8,5,1,32,false
616,24,Engineering,3,138256.92,1,2,4,166,true
617,38,Sales,17,285475.9,3,4,4,95,false
618,41,Accounting,14,131017.73,8,2,4,65,true
619,33,Accounting,13,105476.41,3,2,3,80,true
620,44,Customer Service,9,186752.23,3,3,3,151,false
621,43,Sales,3,411797.99,7,5,2,198,false
622,26,Customer Service,25,298845.61,3,4,1,146,true
623,43,Customer Service,10,119287.28,7,4,3,141,true
624,30,Engineering,26,35151.29,3,5,2,88,true
625,23,Accounting,5,384188.04,4,3,5,53,true
626,21,Engineering,9,421354.61,8,5,2,101,true
627,43,Accounting,22,126603.24,1,1,4,67,true
628,31,Customer Service,21,232130.94,1,5,2,59,true
629,23,Accounting,17,297251.53,10,3,2,24,true
630,42,Engineering,10,80620.38,7,5,2,108,false
631,25,Engineering,25,498805.32,7,4,4,21,false
632,35,Customer Service,23,53859.86,5,2,1,180,true
633,27,Accounting,12,42942.47,1,3,1,191,false
634,26,HR,14,197073.57,1,2,1,18,false
635,47,Sales,24,255920.76,8,2,3,110,false
636,32,Engineering,7,208388.69,3,3,3,111,true
637,31,Accounting,25,307200.34,2,5,1,131,false
638,32,Accounting,19,370682.66,6,5,1,130,true
639,30,HR,12,244576.19,10,1,5,96,true
640,43,Accounting,24,360887.1,8,3,5,109,false
641,46,HR,3,66184.31,7,4,5,120,false
642,43,Sales,7,191028.89,1,1,2,131,true
643,24,Engineering,8,185628.13,7,4,2,135,false
644,21,Sales,9,342405.25,9,4,1,27,true
645,49,Engineering,9,181788.84,5,2,3,193,false
646,36,Engineering,8,251048.87,7,4,2,12,false
647,49,Engineering,2,149475.87,8,1,5,196,false
648,33,Accounting,11,63521.6,8,3,4,94,false
649,45,Accounting,27,409022.12,9,2,1,195,true
650,28,HR,8,30056.73,2,4,5,99,false
651,44,Accounting,14,202244.46,4,4,1,143,false
652,36,Accounting,19,332886.93,5,2,2,62,true
653,38,Accounting,4,179633.07,2,2,5,179,true
654,24,Engineering,2,292181.29,9,4,4,15,false
655,35,Engineering,9,379966.02,4,4,3,43,true
656,30,Engineering,13,255065.54,3,4,4,90,true
657,46,HR,14,129991.27,8,4,3,95,false
658,48,Engineering,5,390430.67,9,4,1,167,true
659,28,Customer Service,11,328931.46,6,1,4,100,false
660,35,Customer Service,23,280078.95,3,1,4,95,true
661,34,Customer Service,14,152357.1,1,3,2,52,true
662,26,Accounting,16,391863.91,5,5,2,158,true
663,46,Sales,15,458676.22,8,1,3,10,false
664,35,Customer Service,20,453713.96,3,5,1,39,false
665,42,Sales,15,133683.83,9,2,2,170,true
666,37,Accounting,10,485371.43,4,4,2,32,true
667,28,Accounting,14,284617.96,8,2,2,25,true
668,24,Sales,13,143131.81,9,1,1,164,true
669,27,Customer Service,28,266615.33,10,1,5,94,false
670,21,Accounting,10,376637.42,7,3,1,126,false
671,49,Engineering,19,394285.65,10,3,5,115,false
672,40,Sales,29,74885.7,4,2,5,18,false
673,49,Engineering,7,355747.17,5,4,4,120,true
674,35,Engineering,26,83815.91,9,3,4,135,false
675,45,Engineering,16,98510.08,1,2,3,181,false
676,43,Sales,22,280237.88,9,2,4,82,false
677,50,Accounting,19,394674.96,1,1,3,52,true
678,36,Engineering,25,386768.97,3,5,5,58,false
679,48,Accounting,10,371143.33,7,5,4,141,false
680,42,HR,10,470260.18,1,5,3,50,true
681,43,Engineering,3,182250.8,3,1,4,135,false
682,31,Sales,19,104041.6,2,3,2,171,true
683,50,HR,25,181708.92,5,4,5,156,true
684,29,Accounting,18,368843.6,3,5,4,46,true
685,48,Sales,15,475870.93,3,2,3,176,false
686,34,HR,5,305683.79,4,2,4,5,true
687,48,Accounting,10,329442.3,9,4,4,188,false
688,48,Accounting,6,55531.48,7,3,1,61,true
689,23,Customer Service,12,452031.01,5,3,5,133,false
690,27,Sales,19,481743.85,1,2,3,185,false
691,22,Engineering,20,409543.53,5,4,5,166,true
692,31,Engineering,24,190770.73,9,5,4,118,false
693,30,Accounting,23,377035.13,1,1,3,154,false
694,38,Customer Service,17,318527.95,3,5,4,144,true
695,42,Engineering,13,71919.34,3,2,3,178,true
696,43,Customer Service,21,496269.78,6,5,2,183,true
697,43,Accounting,20,390944.55,5,2,5,40,true
698,37,Accounting,6,202866.42,8,1,3,88,false
699,44,Engineering,2,495380.99,6,4,1,114,true
700,21,Customer Service,24,427274.91,2,3,1,98,false
701,31,Engineering,27,57291.41,10,1,2,143,false
702,47,Accounting,23,231592.33,8,1,3,183,true
703,34,Engineering,14,342762.72,2,4,2,20,true
704,44,Customer Service,15,473859.17,3,2,1,65,false
705,46,Accounting,15,489252.76,2,1,4,102,true
706,44,HR,5,71411.34,10,5,3,65,true
707,40,Accounting,9,372105.54,10,4,5,60,false
708,21,Sales,27,416633.39,2,3,2,5,false
709,43,Accounting,24,77916.5,7,1,3,58,true
710,49,Engineering,19,322477.74,4,4,4,96,false
711,38,Sales,28,114351.53,5,5,3,14,true
712,46,Engineering,12,274957.44,10,1,2,62,false
713,33,Customer Service,17,306991.97,7,5,3,93,false
714,24,Accounting,7,476271.07,4,4,3,147,false
715,34,Accounting,17,257450.07,3,1,2,189,true
716,21,Engineering,4,383733.62,1,3,5,51,false
717,48,Accounting,23,306546.83,3,5,5,27,false
718,23,Engineering,24,183109.48,5,1,1,52,true
719,48,Accounting,14,277367.53,4,1,4,120,true
720,33,HR,20,113859.06,4,5,4,158,true
721,49,Customer Service,27,279352.27,5,4,5,60,false
722,22,Engineering,18,118014.78,5,1,4,37,true
723,39,Engineering,5,205024.53,4,4,3,45,true
724,43,HR,4,359389.8,6,4,5,154,false
725,26,Engineering,18,195107.18,6,5,4,6,false
726,25,Accounting,3,137812.7,8,5,2,4,true
727,23,Sales,24,338866.75,6,2,1,78,true
728,44,Customer Service,21,473101.47,3,1,3,146,false
729,31,Engineering,8,347435.98,3,3,2,195,true
730,37,Engineering,26,442351.98,3,4,1,79,false
731,24,Engineering,4,332543.99,9,1,3,89,false
732,27,Customer Service,4,471407.07,4,1,4,127,true
733,48,Accounting,17,499598.05,9,5,5,43,false
734,44,Accounting,7,453081.58,3,3,4,171,true
735,36,Engineering,20,467034.19,9,5,3,8,true
736,24,Customer Service,20,242110.08,10,5,1,17,true
737,45,Accounting,20,275446.43,2,5,3,173,true
738,33,Engineering,6,380306.8,9,3,2,61,false
739,30,Engineering,29,456202.35,5,2,5,127,false
740,37,Accounting,23,38670.94,7,1,2,66,false
741,49,Customer Service,6,31078.6,3,3,4,114,true
742,24,Sales,25,345967.4,9,4,4,96,false
743,40,Engineering,27,130925.48,7,5,4,182,false
744,36,Accounting,18,199905.41,6,3,5,58,false
745,32,HR,15,348600.27,7,2,4,35,true
746,31,Accounting,20,328548.11,10,4,3,194,true
747,43,Sales,14,358507.31,4,4,3,11,false
748,35,Engineering,20,87047.61,7,1,2,181,true
749,40,Engineering,15,319181.4,10,2,2,74,true
750,48,Engineering,18,191028.03,8,2,1,191,true
751,40,Engineering,27,103520.27,2,3,2,199,false
752,27,Accounting,28,238196.31,2,3,4,94,true
753,21,Engineering,3,482717.79,6,5,4,86,true
754,24,Engineering,16,468931.71,4,3,3,77,true
755,49,Sales,17,273402.83,8,1,3,99,false
756,46,Engineering,18,339361.31,5,2,3,96,false
757,41,Sales,11,198422.41,1,5,2,87,true
758,26,Engineering,6,426193.29,10,5,3,13,false
759,26,Engineering,4,445577.02,5,1,4,180,true
760,27,Engineering,9,418830.5,9,5,1,10,false
761,46,Customer Service,2,453642.68,2,4,1,24,false
762,33,HR,4,103645.15,3,2,1,152,false
763,30,Sales,14,220428.09,8,1,3,129,false
764,22,Customer Service,12,484535.43,7,1,3,59,false
765,26,Accounting,20,316424.29,2,2,4,5,false
766,29,HR,18,38572.52,8,4,3,155,true
767,48,Sales,17,149450.22,7,1,1,168,true
768,44,Engineering,23,428669.41,9,1,2,167,true
769,37,Customer Service,24,358155.24,2,2,1,187,false
770,30,Customer Service,20,47554.16,10,3,4,197,true
771,21,Engineering,11,154472.78,2,5,4,72,true
772,45,Engineering,9,229161.88,3,1,1,2,true
773,39,Accounting,8,386145.34,8,3,4,139,true
774,32,Engineering,16,318003.82,5,2,2,182,false
775,47,Customer Service,4,428693.83,5,3,2,176,false
776,49,Customer Service,6,352890.32,9,2,1,131,true
777,30,Engineering,2,385957.73,10,5,2,9,true
778,32,Accounting,27,485981.22,4,3,5,0,true
779,26,Engineering,8,232159.18,2,5,5,86,false
780,26,Customer Service,21,202937.72,4,1,2,11,true
781,50,Accounting,2,495584.97,8,2,2,67,true
782,49,Accounting,19,374599.32,1,4,4,63,false
783,22,Sales,7,172740.23,2,2,5,99,true
784,48,Engineering,18,113266.73,10,2,4,98,false
785,34,Customer Service,10,421957.51,8,1,5,55,true
786,38,HR,5,366207.58,9,1,1,70,false
787,30,Customer Service,4,259258.89,8,1,2,174,false
788,29,Accounting,23,498552.48,8,1,1,29,false
789,40,HR,28,460904.36,5,2,3,166,false
790,24,Engineering,23,364801.19,8,4,5,55,false
791,37,Customer Service,17,468183.33,5,5,1,88,false
792,39,Engineering,15,433446.47,9,2,1,31,true
793,43,Accounting,7,377043.0,4,2,4,188,true
794,48,HR,27,316104.99,6,1,4,160,false
795,47,Customer Service,4,402063.45,1,4,4,100,false
796,46,Engineering,20,275451.67,10,5,2,192,false
797,35,Accounting,27,298412.59,10,4,5,115,false
798,38,Engineering,26,468936.79,4,3,5,191,false
799,38,HR,18,291562.64,6,2,5,161,true
800,25,Sales,29,160015.51,3,3,5,72,false
801,46,Accounting,20,319580.76,2,5,4,7,true
802,23,Sales,26,382003.07,8,3,1,86,true
803,23,Accounting,21,297321.02,5,1,3,168,true
804,31,Engineering,3,200538.28,9,4,2,79,true
805,43,Accounting,28,275251.98,10,1,3,122,true
806,27,Engineering,12,475822.68,2,4,2,58,false
807,27,Accounting,13,188442.83,5,1,4,104,false
808,42,Customer Service,17,482643.99,1,2,1,77,false
809,24,Engineering,4,54345.27,3,5,4,104,false
810,43,Accounting,24,167826.47,10,5,4,80,false
811,25,Engineering,25,260478.53,1,2,1,127,true
812,23,Engineering,27,465465.08,9,1,3,130,false
813,36,Accounting,26,288833.43,7,5,5,124,true
814,47,Accounting,16,361485.94,9,2,3,179,false
815,41,Engineering,17,333265.57,4,2,2,11,false
816,45,Engineering,25,101612.75,2,5,5,7,true
817,45,Engineering,10,290933.87,1,4,1,144,true
818,43,Accounting,16,303326.74,6,2,1,31,false
819,33,HR,18,235806.24,8,2,1,93,true
820,22,Sales,13,252670.75,5,5,3,43,false
821,21,Engineering,24,447811.26,8,1,2,149,false
822,50,HR,24,475050.96,8,3,4,107,false
823,24,Customer Service,11,162106.3,7,4,5,78,true
824,37,Accounting,25,67435.13,4,2,3,192,false
825,44,Engineering,3,344223.24,9,5,5,42,false
826,32,HR,17,309789.89,9,3,5,54,false
827,30,Accounting,28,216954.11,5,3,4,99,true
828,47,Engineering,22,105611.31,10,2,3,188,true
829,39,Engineering,29,249962.4,3,4,4,187,false
830,49,HR,21,304437.02,9,5,5,101,false
831,45,HR,7,49197.67,9,5,2,182,false
832,30,Accounting,20,289309.39,6,3,4,168,true
833,40,Engineering,18,380820.16,10,3,5,144,true
834,25,Customer Service,4,71782.13,1,1,2,95,false
835,33,Engineering,17,71016.59,8,3,4,148,true
836,35,Customer Service,27,283192.44,4,3,5,120,false
837,36,Engineering,21,195370.82,3,1,1,21,true
838,35,Sales,10,405232.31,10,3,4,26,true
839,40,HR,11,281775.87,7,2,2,9,false
840,27,Customer Service,12,263468.42,9,5,3,121,true
841,35,HR,9,433325.42,5,3,3,28,true
842,23,Customer Service,20,305302.15,5,5,2,57,false
843,22,HR,12,365637.3,6,4,4,174,true
844,42,Engineering,6,244709.08,1,3,4,159,true
845,37,Engineering,27,213886.11,3,4,1,126,false
846,49,Accounting,4,451812.63,1,5,5,40,true
847,45,Customer Service,21,348361.82,1,5,5,142,false
848,22,Customer Service,15,105565.65,3,2,4,66,true
849,46,Accounting,3,70038.13,5,1,2,141,false
850,28,HR,6,475209.64,8,5,3,10,true
851,35,Sales,6,206113.59,8,3,3,17,true
852,24,Sales,12,335880.89,4,1,3,194,false
853,49,Sales,12,157674.7,7,3,1,12,true
854,48,Engineering,14,326273.01,1,5,1,20,true
855,50,Customer Service,5,57728.61,4,5,1,113,true
856,43,Engineering,22,155183.5,5,5,5,145,false
857,49,Accounting,13,151934.93,2,4,2,7,true
858,48,Accounting,10,359785.82,4,1,2,190,false
859,31,Engineering,22,448870.83,10,5,5,15,true
860,49,Sales,10,340239.7,4,1,1,183,false
861,28,Customer Service,10,316348.27,10,3,1,88,true
862,42,HR,4,215069.01,1,4,2,165,true
863,39,Accounting,17,497472.15,8,5,5,106,false
864,46,Sales,10,264074.3,5,3,5,164,false
865,50,Sales,17,350277.96,3,4,5,10,true
866,35,Accounting,5,459727.26,10,5,3,112,true
867,44,Customer Service,20,154738.24,3,1,1,116,false
868,25,Accounting,19,51984.04,5,4,1,27,true
869,23,Engineering,4,132237.33,9,2,5,95,true
870,41,Accounting,26,399604.08,9,1,1,114,true
871,43,Engineering,17,202802.74,3,2,2,38,false
872,44,Customer Service,27,192844.42,9,3,3,162,false
873,43,Engineering,7,445263.55,10,5,4,94,true
874,23,Sales,10,282731.66,4,3,5,78,true
875,44,Engineering,29,347721.87,1,5,3,24,true
876,27,Engineering,26,439570.88,5,4,2,47,false
877,41,Engineering,16,411471.54,8,3,1,199,false
878,41,Accounting,3,176747.24,10,1,4,125,false
879,22,Engineering,23,355494.81,4,1,3,183,false
880,46,Engineering,8,396100.72,10,4,1,162,true
881,33,HR,13,295458.96,9,1,1,94,false
882,33,Engineering,29,230976.53,1,2,5,180,true
883,24,Engineering,12,445388.43,7,4,2,43,true
884,49,Accounting,8,104783.92,6,2,1,146,true
885,30,Engineering,25,137542.39,3,4,5,109,true
886,26,Sales,21,238529.11,10,1,5,185,false
887,35,Accounting,19,415973.7,5,2,1,47,false
888,27,Accounting,22,37365.86,1,4,5,148,true
889,40,Customer Service,4,184910.88,10,3,2,43,false
890,30,Engineering,22,123387.81,10,4,2,165,true
891,22,Engineering,24,57673.8,8,3,3,179,false
892,45,Accounting,22,370006.24,9,3,3,89,false
893,43,Engineering,25,313045.65,5,5,3,145,false
894,25,Accounting,2,250646.62,9,1,3,60,true
895,24,Sales,13,228347.59,3,4,3,196,false
896,48,HR,7,227311.69,7,4,2,42,false
897,49,Accounting,24,364153.73,10,5,5,33,true
898,45,Accounting,17,472327.75,10,5,1,81,false
899,50,Sales,27,262055.5,7,5,3,101,true
900,30,Customer Service,9,75137.31,10,1,2,83,true
901,49,Engineering,14,32568.69,8,3,4,119,true
902,47,HR,15,75810.84,1,3,1,64,false
903,48,Engineering,7,264534.94,6,4,5,5,false
904,29,Sales,7,291681.87,4,3,1,73,true
905,37,Engineering,15,244565.24,8,4,2,154,false
906,46,HR,10,349918.81,1,5,1,185,false
907,21,Sales,15,123086.46,4,2,3,122,true
908,38,Engineering,20,398637.71,5,2,5,171,true
909,22,Engineering,10,92781.02,1,1,4,38,true
910,50,Engineering,25,30916.23,1,1,3,194,true
911,32,Engineering,8,264381.29,4,5,5,125,true
912,26,Engineering,13,191197.99,10,5,2,28,false
913,28,Accounting,4,152699.26,1,2,3,81,false
914,43,HR,17,58902.25,2,5,4,58,true
915,27,Engineering,23,153542.09,8,2,4,72,true
916,34,Accounting,12,97550.8,9,5,4,173,true
917,49,Engineering,16,485749.59,3,3,1,72,true
918,30,Customer Service,19,144209.9,4,4,2,192,false
919,26,Engineering,14,131744.48,9,1,3,152,false
920,46,Engineering,15,160411.67,3,3,1,15,true
921,47,Customer Service,9,209773.82,2,3,5,175,false
922,48,Engineering,16,103421.9,3,5,5,111,true
923,35,Engineering,10,278944.3,3,1,4,79,true
924,29,Engineering,22,252451.21,6,4,4,68,true
925,23,HR,2,433396.22,1,2,2,152,false
926,40,Engineering,15,55347.33,6,2,4,89,true
927,30,Accounting,12,492842.49,3,4,5,67,true
928,46,Engineering,6,190530.96,9,2,4,37,false
929,43,Accounting,12,383059.02,2,1,5,18,false
930,40,Customer Service,28,321031.04,10,5,1,199,false
931,43,HR,19,367268.76,1,5,2,31,false
932,50,Sales,19,258509.73,8,4,4,78,false
933,48,HR,18,72629.84,4,3,3,151,false
934,50,Accounting,21,63520.17,2,2,1,143,false
935,30,Customer Service,4,296905.03,3,4,2,31,true
936,33,HR,19,258185.64,6,1,5,120,false
937,21,Engineering,18,93994.79,1,2,5,126,true
938,36,Engineering,22,309183.61,2,2,5,33,true
939,31,Engineering,11,84711.5,7,3,4,193,false
940,36,HR,23,382924.54,5,5,2,56,false
941,36,Engineering,17,335048.74,6,2,5,113,false
942,33,Sales,27,251071.52,7,3,2,125,true
943,21,HR,7,311499.68,3,5,4,52,false
944,25,Accounting,11,488783.84,8,2,2,128,false
945,29,Engineering,9,345193.51,8,3,1,199,true
946,42,Accounting,28,278341.41,9,2,5,190,false
947,48,Sales,8,213737.32,10,5,5,173,false
948,28,Engineering,14,320076.43,5,1,5,58,true
949,33,Sales,19,289049.72,8,5,5,18,false
950,27,Engineering,12,280449.06,3,4,4,38,true
951,50,Engineering,23,33857.07,5,4,1,159,true
952,32,Sales,20,258005.35,6,5,2,162,true
953,46,Accounting,18,312381.22,5,1,1,16,false
954,42,Accounting,24,163536.03,6,4,5,10,false
955,26,Accounting,17,318642.61,6,4,1,84,true
956,26,Accounting,14,215639.86,2,5,4,63,true
957,49,Customer Service,13,394254.51,10,1,2,186,false
958,50,Customer Service,14,62779.98,7,3,5,87,false
959,50,Engineering,26,303044.9,2,3,3,159,true
960,26,Accounting,18,118676.93,5,4,4,15,true
961,45,Accounting,25,170552.83,2,4,2,90,true
962,31,Sales,14,142467.41,10,2,2,66,false
963,33,Customer Service,10,394315.1,9,3,5,12,false
964,39,Accounting,4,251702.8,6,5,4,18,true
965,41,Engineering,27,135518.87,9,2,5,150,true
966,41,Engineering,23,304397.29,1,1,4,96,true
967,39,Accounting,26,134587.92,10,3,1,150,false
968,26,Accounting,13,380568.78,2,5,2,158,false
969,30,Accounting,13,266763.42,5,5,1,77,false
970,48,Customer Service,18,176931.42,6,2,2,56,false
971,31,Customer Service,20,250464.9,10,1,1,161,true
972,45,Engineering,6,215264.16,5,5,1,71,true
973,27,Engineering,26,175317.11,6,2,1,188,true
974,30,Sales,16,396743.75,8,2,4,81,true
975,40,Engineering,11,37293.56,3,5,2,138,false
976,28,Engineering,21,52711.55,1,2,2,168,true
977,50,Engineering,29,201699.56,9,3,1,171,false
978,38,HR,23,380407.3,2,2,3,118,false
979,45,HR,13,187670.09,3,1,5,103,false
980,44,Engineering,17,359697.41,4,3,3,196,false
981,33,Engineering,29,59202.8,9,5,1,117,true
982,30,Engineering,20,366871.98,1,2,1,176,true
983,40,Accounting,3,300239.88,2,2,1,37,false
984,31,Accounting,19,169250.95,7,2,1,146,false
985,31,Engineering,24,123714.51,10,5,1,102,true
986,37,Accounting,8,61368.68,3,1,1,87,false
987,38,HR,9,138467.6,6,4,1,165,false
988,21,HR,17,447473.07,6,5,2,109,true
989,40,HR,15,32380.93,10,5,4,146,true
990,36,HR,23,232507.95,10,2,3,77,false
991,44,HR,20,427390.7,6,1,3,46,true
992,50,Accounting,24,275906.2,3,5,1,133,true
993,22,Engineering,13,422022.6,4,2,4,178,true
994,31,Accounting,20,222324.2,4,3,4,81,true
995,38,Customer Service,7,298427.26,6,3,5,174,true
996,44,Engineering,24,458978.48,2,3,4,27,true
997,44,Engineering,13,320396.29,1,1,1,149,false
998,43,Engineering,22,308605.56,10,5,3,58,false
999,28,Accounting,5,343753.16,7,3,4,186,true
1000,46,Customer Service,3,465642.35,7,2,1,178,false
